url_base,url_page,page,location,title,link,description,area_m2,n_rooms,n_floor,price_per_m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 małopolskie","Nowe mieszkanie Kraków, ul. Borowego",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-ul-borowego/ob/23636851,,97.70,5,1,
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 małopolskie","Nowe mieszkanie Kraków, ul. Borowego",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-ul-borowego/ob/23636905,,58.43,3,3,
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 małopolskie",Nowe mieszkanie Kraków,https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow/ob/25321431,,72.68,3,2,
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 małopolskie","Nowe mieszkanie Kraków, ul. Borowego",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-ul-borowego/ob/23636913,,35.40,1,0,
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 małopolskie","Nowe mieszkanie Kraków, ul. Facimiech",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-ul-facimiech/ob/25557719,,61.99,3,,11082zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 Grzegórzki,                                 małopolskie","Nowe mieszkanie Kraków Grzegórzki, ul. Świtezianki 2",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-grzegorzki-ul-switezianki-2/ob/25556591,,53.29,2,,
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 Podgórze,                                 małopolskie","Nowe mieszkanie Kraków Podgórze, ul. Jerozolimska",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-podgorze-ul-jerozolimska/ob/25555761,,46.84,2,1,
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 Stare Miasto,                                 małopolskie","Nowe mieszkanie Kraków Stare Miasto, ul. Śliczna",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-stare-miasto-ul-sliczna/ob/23621835,,120.84,4,3,
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 Podgórze,                                 małopolskie","Nowe mieszkanie Kraków Podgórze, ul. Jerozolimska",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-podgorze-ul-jerozolimska/ob/25555805,,47.33,2,3,
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 Podgórze,                                 małopolskie","Nowe mieszkanie Kraków Podgórze, ul. Jerozolimska",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-podgorze-ul-jerozolimska/ob/25640537,,51.69,2,5,
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 Podgórze,                                 małopolskie","Nowe mieszkanie Kraków Podgórze, ul. Jerozolimska",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-podgorze-ul-jerozolimska/ob/25555817,,47.21,2,6,
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 Podgórze,                                 małopolskie","Nowe mieszkanie Kraków Podgórze, ul. Jerozolimska",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-podgorze-ul-jerozolimska/ob/25555755,,47.37,2,1,
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 Grzegórzki,                                 małopolskie","Nowe mieszkanie Kraków Grzegórzki, ul. Świtezianki 2",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-grzegorzki-ul-switezianki-2/ob/25556589,,37.49,1,,
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 Grzegórzki,                                 małopolskie","Nowe mieszkanie Kraków Grzegórzki, ul. Mogilska",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-grzegorzki-ul-mogilska/ob/24563611,Sprzedam bezpośrednio nowe mieszkanie w budynku oddanym do użytku w 2021 roku. Mieszkanie w wysokim standardzie z elementami smart home. Aranżacja wg. projektu,63.18,3,4,16433zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 małopolskie","Nowe mieszkanie Kraków, ul. Borowego",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-ul-borowego/ob/23637001,,102.90,5,1,
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 Prądnik Biały,                                 małopolskie","Nowe mieszkanie Kraków Prądnik Biały, ul. Pachońskiego",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-pradnik-bialy-ul-pachonskiego/ob/23539187,"ROZKŁADMieszkanie zlokalizowane na 7 piętrze (klatka 1) o powierzchni 71,56 m2 z balkonem (5,50 m2) i tarasem (21 m2)STANDARDPoznaj nowoczesne budowni",71.56,3,7,11900zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 Prądnik Biały,                                 małopolskie","Nowe mieszkanie Kraków Prądnik Biały, ul. Pachońskiego",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-pradnik-bialy-ul-pachonskiego/ob/23539193,"ROZKŁADMieszkanie  o powierzchni 68,37 m2 zlokalizowane na parterze z dwoma ogródkami ( 47 i 15 m2) (klatka II) STANDARDPoznaj nowoczesne budownictwo",68.37,3,0,9900zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 Prądnik Biały,                                 małopolskie","Nowe mieszkanie Kraków Prądnik Biały, ul. Pachońskiego",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-pradnik-bialy-ul-pachonskiego/ob/23538491,"ROZKŁADMieszkanie z balkonem (5,35 m2), o powierzchni 66,83 m2, zlokalizowane na II piętrze budynku (klatka 2).STANDARDPoznaj nowoczesne budownictwo m",66.83,3,2,10200zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 Prądnik Biały,                                 małopolskie","Nowe mieszkanie Kraków Prądnik Biały, ul. Pachońskiego",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-pradnik-bialy-ul-pachonskiego/ob/23537767,"ROZKŁADMieszkanie zlokalizowane na 4 piętrze (klatka 3) o powierzchni 90,27 m2 z loggią STANDARDPoznaj nowoczesne budownictwo mieszkaniowe wielorodzin",90.27,5,4,9800zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 Stare Miasto,                                 małopolskie","Nowe mieszkanie Kraków Stare Miasto, ul. Długa",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-stare-miasto-ul-dluga/ob/21453527,"Luksusowy Penthouse- Kraków Stare Miasto- Długa ResidenceROZKŁAD:Apartament  na IV i V piętrze, składający się z holu, 2x pokoju dziennego, sypialni g",334.20,6,4,37702zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 Stare Miasto,                                 małopolskie","Nowe mieszkanie Kraków Stare Miasto, ul. Długa",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-stare-miasto-ul-dluga/ob/18531251,"Luksusowe Apartamenty Kraków Stare Miasto- Długa ResidenceROZKŁAD:Apartament o powierzchni 29,76 m2 o wysokości 3mb, składający się z holu, pokoju dzi",29.76,1,3,23000zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 Stare Miasto,                                 małopolskie","Nowe mieszkanie Kraków Stare Miasto, ul. Długa",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-stare-miasto-ul-dluga/ob/18531253,"Luksusowe Apartamenty Kraków Stare Miasto- Długa ResidenceROZKŁAD:Apartament o powierzchni 43,44 m2 o wysokości 3mb, składający się z holu, pokoju dzi",43.33,1,3,27000zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 małopolskie",Nowe mieszkanie Kraków,https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow/ob/25305347,,68.36,4,2,
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 Prądnik Czerwony,                                 małopolskie","Nowe mieszkanie Kraków Prądnik Czerwony, ul. Dobrego Pasterza 30A",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-pradnik-czerwony-ul-dobrego-pasterza-30a/ob/25557949,,60.53,3,1,12300zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 Prądnik Czerwony,                                 małopolskie","Nowe mieszkanie Kraków Prądnik Czerwony, ul. Dobrego Pasterza 30A",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-pradnik-czerwony-ul-dobrego-pasterza-30a/ob/25557943,,78.35,4,1,12000zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 Prądnik Czerwony,                                 małopolskie","Nowe mieszkanie Kraków Prądnik Czerwony, ul. Dobrego Pasterza 30A",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-pradnik-czerwony-ul-dobrego-pasterza-30a/ob/25557941,,45.60,2,1,12500zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 Prądnik Czerwony,                                 małopolskie","Nowe mieszkanie Kraków Prądnik Czerwony, ul. Dobrego Pasterza 30A",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-pradnik-czerwony-ul-dobrego-pasterza-30a/ob/25557937,,56.32,3,0,12700zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 Podgórze,                                 małopolskie","Nowe mieszkanie Kraków Podgórze, ul. Jerozolimska",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-podgorze-ul-jerozolimska/ob/25555809,,47.50,2,4,
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 Podgórze,                                 małopolskie","Nowe mieszkanie Kraków Podgórze, ul. Jerozolimska",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-podgorze-ul-jerozolimska/ob/25555807,,47.35,2,3,
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 Krowodrza,                                 małopolskie","Nowe mieszkanie Kraków Krowodrza, ul. Pachońskiego",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-krowodrza-ul-pachonskiego/ob/21771709,,29.86,1,6,
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 Podgórze,                                 małopolskie","Nowe mieszkanie Kraków Podgórze, ul. Jerozolimska",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-podgorze-ul-jerozolimska/ob/25555815,,47.50,2,5,
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=1,1,"Kraków,                                 Prądnik Biały,                                 małopolskie","Nowe mieszkanie Kraków Prądnik Biały, ul. Banacha",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-pradnik-bialy-ul-banacha/ob/24283585,"Sprzedam bezpośrednio nowe, jasne, gotowe do wprowadzenia mieszkanie, wraz z niezależnym miejscem postojowym z możliwością ładowania samochodów elektrycznych. Ś",71.56,3,4,12197zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=2,2,"Kraków,                                 Bieżanów,                                 małopolskie","Nowe mieszkanie Kraków Bieżanów, ul. Mariana Domagały",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-biezanow-ul-mariana-domagaly/ob/25756041,"Pragniesz odnaleźć miejsce, w którym poczujesz się jak w domu? Chciałbyś otoczyć swoje nowe cztery kąty atmosferą radości i uśmiechu? Twoja rodzina powiększa si",67.50,4,1,10178zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=2,2,"Kraków,                                 Prądnik Biały,                                 małopolskie","Nowe mieszkanie Kraków Prądnik Biały, ul. Władysława Łokietka",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-pradnik-bialy-ul-wladyslawa-lokietka/ob/25325009,,55.08,3,0,9749zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=2,2,"Kraków,                                 małopolskie","Nowe mieszkanie Kraków, ul. Podłęska",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-ul-podleska/ob/26162149,"Nowe mieszkanie w stanie deweloperskim do własnej aranżacji, w zakończonej inwestycji - Aleksandry Park  to projekt zlokalizowany w południowej części",92.62,4,2,9771zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=2,2,"Kraków,                                 Mateczny,                                 małopolskie","Nowe mieszkanie Kraków Mateczny, ul. Rydlówka",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-mateczny-ul-rydlowka/ob/26082075,"Bez podatku PCC, bez prowizji dla kupującego. Oferujemy na sprzedaż mieszkanie znajdujące się na 1 piętrze w 4-piętrowym budynku w III etapie inwestycji Mate3ne",49.06,3,1,13310zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=2,2,"Kraków,                                 Stare Miasto,                                 małopolskie",Nowe mieszkanie Kraków Stare Miasto,https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-stare-miasto/ob/26035819,PREMIUM ESTATES  prezentuje wyjątkowe mieszkanie w samym sercu Krakowa przy ulicy Rakowickiej w inwestycji Steam Park! LOKALIZACJA:  Mieszkanie znajduje się,42,2,5,18810zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=2,2,"Kraków,                                 Grzegórzki,                                 małopolskie","Nowe mieszkanie Kraków Grzegórzki, ul. Stanisława Lema",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-grzegorzki-ul-stanislawa-lema/ob/24507323,"Na sprzedaż 2 pokojowe mieszkanie, 52 m² z garderobą, z 2 balkonami , komórką lokatorską oraz miejscem postojowym, ul. Stanisława Lema, Przy Tauron Ar",52.06,2,0,13984zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=2,2,"Kraków,                                 Krowodrza,                                 małopolskie",Nowe mieszkanie Kraków Krowodrza,https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-krowodrza/ob/24686721,"NOWOCZESNY APARTAMENTOWIEC W CENTRUM KRAKOWA- II ETAP.   MIESZKANIA W STANIE     DEWELOPERSKIM.    Oferujemy do sprzedaży   unikalną inwestycję  , znajdując",37.41,2,0,14800zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=2,2,"Kraków,                                 Os. Złocień,                                 małopolskie","Nowe mieszkanie Kraków Os. Złocień, ul. Agatowa",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-os-zlocien-ul-agatowa/ob/24682321,ZŁOCIEŃ - NOWOCZESNE OSIEDLE MIESZKANIOWE.     Prezentujemy  nowoczesne osiedle  zlokalizowane w południowo-wschodniej części miasta.  W drugim etapie pow,51.50,3,3,8300zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=2,2,"Kraków,                                 Os. Prądnik Biały,                                 małopolskie","Nowe mieszkanie Kraków Os. Prądnik Biały, ul. Pachońskiego",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-os-pradnik-bialy-ul-pachonskiego/ob/26142593,Premium Estates prezentuje mieszkanie 2-pokojowe z rynku wtórnego do własnej aranżacji gotowe do odbioru! LOKALIZACJA: Nowoczesna inwestycja znajduje się na Pr,33.50,2,2,12239zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=2,2,"Kraków,                                 Wola Duchacka,                                 małopolskie","Nowe mieszkanie Kraków Wola Duchacka, ul. Sławka",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-wola-duchacka-ul-slawka/ob/26100235,"ZAKUP OD DEWELOPERA, BEZ PROWIZJI i PODATKU PCC.MOŻLIWOŚĆ WYKOŃCZENIA POD KLUCZ.Na sprzedaż 2-pok mieszkanie w nowoczesnej inwestycji. Mieszkanie oddawane w pod",38.74,2,1,10558zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=2,2,"Kraków,                                 Bronowice,                                 małopolskie","Nowe mieszkanie Kraków Bronowice, ul. Stańczyka",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-bronowice-ul-stanczyka/ob/26090133,Na sprzedaż gotowe trzypokojowe mieszkanie w nowo powstałej inwestycji zaledwie 15 min od Centrum Krakowa. Dokładna lokalizacja: Bronowice ul.Stańczyka.Mieszkan,60.66,3,8,12490zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=2,2,"Kraków,                                 małopolskie","Nowe mieszkanie Kraków, ul. Morcinka",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-ul-morcinka/ob/26031229,,62.97,4,1,8000zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=2,2,"Kraków,                                 małopolskie","Nowe mieszkanie Kraków, ul. Morcinka",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-ul-morcinka/ob/26031147,,62.97,4,1,8000zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=2,2,"Kraków,                                 małopolskie","Nowe mieszkanie Kraków, ul. Morcinka",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-ul-morcinka/ob/26031155,,62.86,4,2,8000zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=2,2,"Kraków,                                 Os. Prądnik Czerwony,                                 małopolskie","Nowe mieszkanie Kraków Os. Prądnik Czerwony, ul. Dominikanów",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-os-pradnik-czerwony-ul-dominikanow/ob/25936553,"✔ LOKALIZACJA:Dwupokojowe mieszkanie z dużym balkonem, zlokalizowane na 3 piętrze nowopowstałego apartamentowca (3 piętra), na ulicy Dominikanów - Prą",33.46,2,3,15392zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=2,2,"Kraków,                                 Nowy Świat,                                 małopolskie","Nowe mieszkanie Kraków Nowy Świat, ul. Kościuszki",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-nowy-swiat-ul-kosciuszki/ob/25867891,"Przedstawiamy Państwu apartament o powierzchni 154,3 m2 w świeżo odremontowanej kamienicy w centrum Krakowa tuż nad Wisłą. Mieszkanie jest w stanie surowym zamk",154.30,4,4,10500zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=2,2,"Kraków,                                 Wola Duchacka,                                 małopolskie","Nowe mieszkanie Kraków Wola Duchacka, ul. Strumienna",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-wola-duchacka-ul-strumienna/ob/25804021,"Mieszkanie  czteropokojowe z tarasem w nowej inwestycji na Woli Duchackiej !Kameralna inwestycja zlokalizowana w południowej części Krakowa, z szybkim i łatwym",88.17,4,1,9062zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=2,2,"Kraków,                                 Bronowice,                                 małopolskie","Nowe mieszkanie Kraków Bronowice, ul. Stańczyka",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-bronowice-ul-stanczyka/ob/25769085,"UWAGA! TYLKO U NAS!To, oraz inne mieszkania z mojej oferty są dostępne tylko u nas i nie stanowią oferty Dewelopera, zapraszam na stronę BronowiceConcept gdzie",39.29,2,14,14228zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=2,2,"Kraków,                                 Prądnik Biały,                                 małopolskie","Nowe mieszkanie Kraków Prądnik Biały, ul. Stefana Banacha",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-pradnik-bialy-ul-stefana-banacha/ob/25740025,"Zapraszamy do zapoznania się z ofertą sprzedaży mieszkań zlokalizowanych w Krakowie w obrębie dzielnicy Prądnik Biały, przy ulicy Banacha - inwestycja Osiedle O",35.42,2,5,11941zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=2,2,"Kraków,                                 Wzgórza Krzesławickie,                                 małopolskie","Nowe mieszkanie Kraków Wzgórza Krzesławickie, ul. Kocmyrzowska",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-wzgorza-krzeslawickie-ul-kocmyrzowska/ob/25729169,Oferujemy Państwu wyjątkowe apartamenty o powierzchni 66m2 z ogródkami od 49 m2 do 110 m2. Inwestycja jest zlokalizowana przy ul. Przymiarki (wschodnia c,66,3,,8800zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=2,2,"Kraków,                                 Zwierzyniec,                                 małopolskie","Nowe mieszkanie Kraków Zwierzyniec, ul. Korzeniowskiego",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-zwierzyniec-ul-korzeniowskiego/ob/25657325,"WE SPEAK ENGLISH – PLEASE DO NOT HESITATE TO CONTACT USHamilton May ma przyjemność zaprezentować ekskluzywne mieszkanie z dwiema sypialniami, tarasem,",71,3,0,19225zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=2,2,"Kraków,                                 Grzegórzki,                                 małopolskie","Nowe mieszkanie Kraków Grzegórzki, ul. Fabryczna",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-grzegorzki-ul-fabryczna/ob/25616507,ZAKUP BEZ PROWIZJI i PCCNa sprzedaż czteropokojowy apartament. Mieszkanie zlokalizowane jest w prestiżowym kompleksie mieszkaniowym w dzielnicy Grzegórzki.Inwes,94.12,4,1,14000zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=2,2,"Kraków,                                 Grzegórzki,                                 małopolskie","Nowe mieszkanie Kraków Grzegórzki, ul. Fabryczna",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-grzegorzki-ul-fabryczna/ob/25615757,ZAKUP BEZ PROWIZJI i PCCNa sprzedaż trzypokojowy apartament. Mieszkanie zlokalizowane jest w prestiżowym kompleksie mieszkaniowym w dzielnicy Grzegórzki.Inwesty,85.86,3,1,14500zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=2,2,"Kraków,                                 Os. Prądnik Czerwony,                                 małopolskie","Nowe mieszkanie Kraków Os. Prądnik Czerwony, ul. Dominikanów",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-os-pradnik-czerwony-ul-dominikanow/ob/25610571,"✔ LOKALIZACJA:Dwupokojowe mieszkanie z balkonem, zlokalizowane na 2 piętrze niskiego bloku (3 piętra), na ulicy Dominikanów - Prądnik Czerwony.Spokojn",39.45,2,2,15184zł/m2
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=2,2,"Kraków,                                 Stare Miasto,                                 małopolskie","Nowe mieszkanie Kraków Stare Miasto, ul. Śliczna",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-stare-miasto-ul-sliczna/ob/25606685,Lokal zarezerwowany. Sprawdź dostępność innych w ofercie dewelopera.,117.67,5,2,
https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny,https://gratka.pl/nieruchomosci/mieszkania/krakow/pierwotny?page=2,2,"Kraków,                                 małopolskie","Nowe mieszkanie Kraków, ul. Wybickiego 5",https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-ul-wybickiego-5/ob/25605231,,73.77,3,1,
